1	0.000000	0	1.408218e+00	3.428400e-04	9.303216e-01	3
1	1.000000	46	1.408218e+00	3.428400e-04	9.303216e-01	3
1	2.000000	115	1.408218e+00	3.428400e-04	9.303216e-01	3
1	3.000000	178	1.408218e+00	3.428400e-04	9.303216e-01	3
1	4.000000	421	1.408218e+00	3.428400e-04	9.303216e-01	3
1	5.000000	698	1.408218e+00	3.428400e-04	9.303216e-01	3
1	6.000000	1007	1.408218e+00	3.428400e-04	9.303216e-01	3
1	7.000000	1296	1.408218e+00	3.428400e-04	9.303216e-01	3
1	8.000000	1598	1.408218e+00	3.428400e-04	9.303216e-01	3
1	9.000000	1872	1.408218e+00	3.428400e-04	9.303216e-01	3
1	10.000000	2156	1.408218e+00	3.428400e-04	9.303216e-01	3
1	11.000000	2343	1.408218e+00	3.428400e-04	9.303216e-01	3
1	12.000000	2542	1.408218e+00	3.428400e-04	9.303216e-01	3
1	13.000000	2873	1.408218e+00	3.428400e-04	9.303216e-01	3
1	14.000000	3185	1.408218e+00	3.428400e-04	9.303216e-01	3
1	15.000000	3458	1.408218e+00	3.428400e-04	9.303216e-01	3
1	16.000000	3623	1.408218e+00	3.428400e-04	9.303216e-01	3
2	0.000000	0	1.544138e+00	1.454672e-04	7.015287e+00	3
2	1.000000	649	1.544138e+00	1.454672e-04	7.015287e+00	3
2	2.000000	1527	1.544138e+00	1.454672e-04	7.015287e+00	3
2	3.000000	2571	1.544138e+00	1.454672e-04	7.015287e+00	3
2	4.000000	4609	1.544138e+00	1.454672e-04	7.015287e+00	3
2	5.000000	6717	1.544138e+00	1.454672e-04	7.015287e+00	3
2	6.000000	9201	1.544138e+00	1.454672e-04	7.015287e+00	3
2	7.000000	12444	1.544138e+00	1.454672e-04	7.015287e+00	3
2	8.000000	16121	1.544138e+00	1.454672e-04	7.015287e+00	3
2	9.000000	20149	1.544138e+00	1.454672e-04	7.015287e+00	3
2	10.000000	24218	1.544138e+00	1.454672e-04	7.015287e+00	3
